 Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2017","Salmonellosis, Cum 2017, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2017","Shiga toxin-producing E. coli (STEC)§, Cum 2017, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2017","Shigellosis, Cum 2017, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag",Location 1,Location 2
RHODE ISLAND,2017,27,,-,2,,7,,43,,42,,,-,0,,2,,2,,3,,,-,1,,4,,16,,10,,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2017,27,,-,1,,6,,38,,38,,,-,0,,2,,3,,4,,,-,0,,3,,5,,3,,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2017,27,10,,6,,17,,166,,126,,3,,2,,9,,66,,67,,,-,1,,8,,10,,115,,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2017,27,18,,13,,46,,232,,241,,,-,1,,6,,30,,52,,2,,3,,15,,133,,87,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2017,27,26,,19,,42,,449,,430,,3,,7,,19,,155,,132,,5,,7,,33,,162,,516,,"MISSOURI
(38.636168, -92.566292)",
GEORGIA,2017,27,15,,33,,90,,696,,807,,1,,2,,9,,65,,45,,2,,9,,20,,207,,400,,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2017,27,,-,11,,55,,86,,388,,,-,2,,7,,42,,71,,,-,5,,12,,91,,126,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2017,27,,-,13,,55,,301,,337,,,-,3,,19,,83,,141,,,-,2,,7,,45,,324,,"IOWA
(42.46942, -93.815856)",
UTAH,2017,27,2,,6,,25,,200,,182,,,-,1,,5,,18,,27,,,-,0,,4,,16,,40,,"UTAH
(39.359772, -111.584173)",
MONTANA,2017,27,2,,3,,22,,70,,80,,,-,2,,19,,44,,48,,,-,0,,3,,5,,4,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2017,27,,-,111,,211,,2107,,2133,,,-,2,,12,,67,,49,,,-,17,,54,,526,,341,,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2017,27,15,,0,,754,,310,,,-,6,,0,,259,,95,,,-,4,,0,,191,,100,,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2017,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2017,27,27,,27,,66,,605,,643,,,-,4,,14,,93,,102,,2,,8,,21,,136,,402,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2017,27,,-,2,,9,,52,,71,,1,,0,,3,,20,,22,,1,,0,,2,,1,,8,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2017,27,,-,23,,48,,357,,509,,,-,0,,4,,15,,13,,2,,3,,8,,105,,167,,"ALABAMA
(32.839182, -86.631125)",
DIST. OF COL.,2017,27,,-,0,,4,,,-,8,,,-,0,,1,,,-,2,,,-,0,,2,,,-,5,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW HAMPSHIRE,2017,27,,-,3,,10,,53,,89,,,-,0,,3,,12,,15,,,-,0,,3,,7,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,27,4,,2,,7,,36,,55,,1,,0,,3,,8,,13,,1,,0,,1,,4,,,-,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2017,27,,-,4,,10,,87,,209,,,-,1,,9,,34,,30,,,-,0,,2,,7,,15,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2017,27,1,,2,,17,,43,,42,,,-,0,,2,,4,,5,,,-,1,,6,,24,,23,,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2017,27,13,,17,,52,,296,,291,,,-,2,,39,,33,,52,,2,,3,,44,,75,,392,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2017,27,,-,3,,27,,,-,480,,,-,1,,22,,,-,187,,,-,1,,10,,,-,506,,"MINNESOTA
(46.357661, -94.793397)",
MARYLAND,2017,27,3,,14,,38,,328,,341,,1,,1,,6,,28,,27,,1,,4,,8,,118,,72,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2017,27,,-,0,,5,,,-,7,,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"GUAM
(13.3532, 144.653198)",
VIRGINIA,2017,27,13,,22,,46,,410,,449,,,-,2,,9,,61,,58,,2,,3,,13,,69,,233,,"VIRGINIA
(37.542699, -78.45822)",
KENTUCKY,2017,27,3,,11,,35,,254,,334,,,-,1,,5,,17,,39,,,-,7,,20,,150,,93,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2017,27,,-,13,,34,,277,,437,,,-,2,,13,,21,,115,,,-,7,,18,,175,,543,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2017,27,,-,13,,33,,284,,291,,,-,2,,11,,29,,111,,,-,4,,16,,88,,61,,"COLORADO
(38.841772, -106.132562)",
IDAHO,2017,27,1,,4,,10,,98,,86,,,-,3,,12,,75,,77,,2,,0,,3,,13,,35,,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2017,27,,-,15,,53,,172,,528,,,-,0,,2,,3,,10,,,-,5,,22,,59,,192,,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2017,27,22,,25,,65,,505,,569,,5,,4,,15,,103,,111,,2,,4,,14,,103,,85,,"NEW YORK
(42.826892, -75.544286)",
INDIANA,2017,27,,-,12,,32,,227,,359,,,-,1,,8,,22,,52,,,-,3,,9,,35,,186,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2017,27,,-,1,,5,,20,,35,,,-,0,,3,,3,,7,,,-,0,,2,,6,,3,,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2017,27,2,,17,,111,,349,,406,,1,,3,,7,,64,,73,,1,,5,,13,,126,,91,,"TENNESSEE
(35.681402, -85.774444)",
VERMONT,2017,27,1,,2,,8,,46,,72,,,-,0,,3,,9,,9,,,-,0,,2,,12,,1,,"VERMONT
(43.622479, -72.51927)",
HAWAII,2017,27,,-,5,,16,,103,,130,,,-,0,,3,,14,,8,,,-,0,,3,,22,,25,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2017,27,2,,6,,17,,125,,134,,,-,0,,5,,13,,21,,,-,4,,22,,92,,78,,"NEW MEXICO
(34.520396, -106.244402)",
MICHIGAN,2017,27,1,,16,,43,,423,,508,,,-,3,,10,,66,,67,,,-,12,,31,,303,,321,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2017,27,8,,8,,19,,204,,213,,1,,4,,12,,89,,70,,2,,1,,5,,53,,78,,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2017,27,,-,23,,93,,373,,791,,,-,1,,5,,16,,30,,,-,8,,28,,90,,171,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2017,27,,-,15,,78,,214,,508,,,-,0,,4,,8,,21,,,-,3,,18,,94,,147,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2017,27,9,,17,,34,,363,,350,,6,,3,,8,,79,,68,,4,,12,,30,,229,,802,,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2017,27,8,,80,,147,,1811,,2113,,1,,15,,39,,292,,379,,2,,42,,71,,880,,786,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2017,28,456,,856,,1957,,18662,,22744,,56,,124,,506,,2764,,3605,,91,,274,,632,,6278,,11850,,,
NEW ENGLAND,2017,28,5,,35,,79,,847,,1058,,,-,5,,16,,126,,187,,2,,6,,13,,148,,127,,,
CONNECTICUT,2017,28,1,,8,,22,,210,,230,,,-,1,,7,,23,,87,,1,,1,,4,,32,,26,,CONNECTICUT,
NEW HAMPSHIRE,2017,28,,-,3,,10,,56,,99,,,-,0,,3,,14,,15,,,-,0,,3,,8,,5,,NEW HAMPSHIRE,
RHODE ISLAND,2017,28,2,,2,,7,,46,,46,,,-,0,,2,,2,,3,,1,,1,,4,,18,,12,,RHODE ISLAND,
VERMONT,2017,28,,-,2,,8,,47,,74,,,-,0,,3,,9,,10,,,-,0,,2,,12,,1,,VERMONT,
MID. ATLANTIC,2017,28,102,,76,,205,,1734,,2151,,14,,13,,31,,316,,355,,12,,24,,43,,556,,823,,,
NEW JERSEY,2017,28,,-,9,,55,,86,,420,,,-,2,,7,,44,,77,,,-,6,,12,,116,,130,,NEW JERSEY,
NEW YORK CITY,2017,28,34,,17,,46,,447,,423,,5,,3,,7,,63,,44,,5,,7,,13,,193,,182,,,
PENNSYLVANIA,2017,28,18,,28,,66,,645,,698,,4,,4,,14,,101,,108,,1,,7,,21,,138,,418,,PENNSYLVANIA,
E.N. CENTRAL,2017,28,53,,95,,208,,2284,,3036,,11,,14,,45,,306,,565,,15,,43,,80,,992,,2083,,,
ILLINOIS,2017,28,,-,28,,63,,565,,892,,,-,2,,10,,36,,211,,,-,6,,20,,125,,371,,ILLINOIS,
INDIANA,2017,28,,-,12,,32,,264,,382,,,-,1,,8,,28,,58,,,-,3,,9,,42,,189,,INDIANA,
MICHIGAN,2017,28,3,,16,,43,,442,,542,,1,,3,,10,,68,,73,,2,,12,,31,,325,,343,,MICHIGAN,
OHIO,2017,28,50,,26,,68,,708,,749,,10,,3,,14,,104,,97,,11,,14,,30,,315,,626,,OHIO,
W.N. CENTRAL,2017,28,28,,61,,143,,1314,,1941,,12,,20,,62,,424,,695,,4,,14,,50,,297,,1657,,,
IOWA,2017,28,,-,13,,55,,301,,365,,,-,3,,19,,83,,160,,,-,2,,7,,45,,328,,IOWA,
KANSAS,2017,28,4,,9,,25,,223,,212,,,-,2,,18,,47,,64,,1,,3,,17,,68,,150,,KANSAS,
MISSOURI,2017,28,20,,19,,42,,473,,448,,5,,6,,19,,161,,145,,2,,7,,33,,165,,520,,MISSOURI,
SOUTH DAKOTA,2017,28,,-,4,,10,,87,,213,,,-,1,,9,,34,,32,,,-,0,,2,,7,,16,,SOUTH DAKOTA,
S. ATLANTIC,2017,28,43,,212,,511,,4518,,5603,,,-,11,,27,,260,,271,,7,,49,,79,,1175,,1442,,,
DELAWARE,2017,28,2,,2,,17,,51,,46,,,-,0,,2,,4,,5,,,-,1,,6,,24,,25,,DELAWARE,
GEORGIA,2017,28,17,,35,,90,,759,,892,,,-,3,,9,,71,,50,,5,,9,,20,,221,,409,,GEORGIA,
MARYLAND,2017,28,,-,14,,38,,328,,367,,,-,1,,6,,28,,30,,,-,3,,8,,118,,77,,MARYLAND,
NORTH CAROLINA,2017,28,,-,27,,93,,584,,871,,,-,1,,5,,20,,33,,,-,8,,28,,117,,174,,NORTH CAROLINA,
SOUTH CAROLINA,2017,28,,-,14,,78,,214,,557,,,-,0,,4,,8,,22,,,-,3,,18,,94,,154,,SOUTH CAROLINA,
E.S. CENTRAL,2017,28,25,,74,,210,,1495,,1745,,,-,5,,13,,114,,148,,3,,18,,39,,482,,394,,,
MISSISSIPPI,2017,28,15,,20,,54,,408,,427,,,-,0,,2,,11,,11,,,-,2,,8,,83,,31,,MISSISSIPPI,
TENNESSEE,2017,28,4,,17,,111,,359,,427,,,-,3,,7,,69,,79,,1,,5,,13,,130,,95,,TENNESSEE,
W.S. CENTRAL,2017,28,120,,130,,646,,2487,,3234,,2,,24,,166,,414,,482,,25,,62,,202,,1027,,3303,,,
LOUISIANA,2017,28,,-,15,,53,,172,,581,,,-,0,,2,,3,,12,,,-,4,,22,,59,,207,,LOUISIANA,
MOUNTAIN,2017,28,44,,55,,94,,1333,,1334,,5,,14,,34,,289,,409,,15,,22,,55,,490,,1075,,,
COLORADO,2017,28,22,,12,,33,,306,,316,,2,,2,,11,,31,,117,,6,,4,,16,,94,,66,,COLORADO,
PACIFIC,2017,28,36,,111,,824,,2650,,2642,,12,,23,,274,,515,,493,,8,,45,,232,,1111,,946,,,
WASHINGTON,2017,28,23,,1,,754,,332,,,-,11,,0,,259,,106,,,-,3,,0,,191,,103,,,-,WASHINGTON,
AMER. SAMOA,2017,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
C.N.M.I.,2017,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,NORTHERN MARIANA ISLANDS,
VIRGIN ISL.,2017,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISLANDS,
ALASKA,2017,28,,-,1,,5,,20,,40,,,-,0,,3,,3,,7,,,-,0,,2,,6,,4,,"ALASKA
(64.836661, -147.738891)",
GUAM,2017,28,,-,0,,5,,,-,7,,,-,0,,0,,,-,,-,,-,0,,5,,,-,3,,"GUAM
(13.3532, 144.653198)",
DIST. OF COL.,2017,28,,-,0,,4,,,-,8,,,-,0,,1,,,-,3,,,-,0,,2,,,-,5,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KENTUCKY,2017,28,4,,11,,35,,270,,347,,,-,1,,5,,17,,42,,,-,7,,20,,161,,96,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2017,28,,-,2,,12,,36,,115,,,-,0,,3,,1,,13,,,-,0,,2,,2,,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2017,28,7,,81,,147,,1961,,2246,,,-,15,,39,,299,,406,,5,,42,,71,,926,,838,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2017,28,10,,17,,34,,379,,369,,1,,3,,9,,89,,76,,8,,12,,30,,239,,815,,"ARIZONA
(34.869712, -111.760902)",
NEW MEXICO,2017,28,,-,6,,17,,131,,140,,,-,0,,5,,13,,23,,1,,4,,22,,95,,87,,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2017,28,2,,4,,10,,106,,89,,1,,3,,12,,75,,80,,,-,0,,3,,14,,35,,"IDAHO
(43.680635, -114.364237)",
PUERTO RICO,2017,28,,-,10,,25,,131,,296,,,-,0,,0,,,-,,-,,-,0,,2,,5,,17,,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2017,28,,-,0,,27,,,-,495,,,-,0,,22,,,-,203,,,-,0,,10,,,-,516,,"MINNESOTA
(46.357661, -94.793397)",
TEXAS,2017,28,89,,88,,589,,1748,,2061,,,-,18,,122,,344,,361,,17,,45,,151,,750,,2603,,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2017,28,,-,109,,211,,2107,,2253,,,-,2,,12,,67,,51,,,-,17,,54,,526,,357,,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2017,28,,-,2,,9,,55,,73,,1,,0,,3,,22,,23,,,-,0,,2,,1,,9,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEBRASKA,2017,28,4,,6,,17,,175,,135,,6,,2,,9,,77,,68,,1,,1,,8,,11,,118,,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2017,28,2,,25,,48,,458,,544,,,-,1,,4,,17,,16,,2,,3,,8,,108,,172,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2017,28,5,,8,,19,,218,,221,,1,,4,,12,,93,,72,,,-,1,,5,,53,,79,,"OREGON
(44.567912, -120.156945)",
WYOMING,2017,28,1,,1,,6,,42,,43,,,-,0,,2,,4,,4,,,-,0,,3,,5,,3,,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2017,28,12,,13,,46,,246,,271,,2,,1,,6,,34,,55,,5,,3,,15,,140,,91,,"ARKANSAS
(34.748745, -92.275105)",
OKLAHOMA,2017,28,19,,17,,52,,321,,321,,,-,2,,39,,33,,54,,3,,3,,44,,78,,402,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2017,28,,-,20,,52,,450,,549,,,-,2,,14,,68,,57,,,-,3,,8,,74,,83,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2017,28,50,,25,,65,,556,,610,,5,,4,,15,,108,,126,,6,,4,,14,,109,,93,,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2017,28,24,,22,,46,,439,,494,,,-,2,,9,,61,,64,,2,,3,,13,,73,,239,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2017,28,,-,13,,34,,305,,471,,,-,4,,13,,70,,126,,2,,7,,18,,185,,554,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2017,28,5,,6,,26,,214,,188,,,-,1,,5,,21,,29,,,-,0,,4,,16,,44,,"UTAH
(39.359772, -111.584173)",
MAINE,2017,28,2,,2,,7,,38,,60,,,-,0,,3,,10,,15,,,-,0,,1,,4,,,-,"MAINE
(45.252223, -68.986647)",
HAWAII,2017,28,1,,5,,16,,119,,135,,,-,0,,3,,14,,8,,,-,0,,3,,23,,25,,"HAWAII
(21.30992, -157.858158)",
MONTANA,2017,28,3,,3,,22,,75,,86,,1,,2,,19,,48,,49,,,-,0,,3,,5,,4,,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2017,29,462,,861,,1959,,19957,,24281,,63,,126,,506,,2976,,3833,,92,,270,,633,,6534,,12318,,,
NEW ENGLAND,2017,29,8,,34,,79,,881,,1115,,,-,5,,16,,131,,192,,,-,5,,13,,150,,136,,,
MID. ATLANTIC,2017,29,103,,77,,205,,1869,,2295,,21,,13,,30,,344,,379,,17,,24,,43,,580,,862,,,
NEW YORK CITY,2017,29,32,,17,,46,,478,,443,,4,,3,,7,,67,,49,,12,,7,,13,,205,,189,,,
E.N. CENTRAL,2017,29,42,,99,,208,,2472,,3195,,10,,14,,45,,332,,594,,9,,42,,80,,1023,,2154,,,
W.N. CENTRAL,2017,29,45,,61,,143,,1430,,2084,,10,,20,,62,,459,,731,,12,,14,,50,,324,,1679,,,
S. ATLANTIC,2017,29,45,,212,,513,,4836,,6025,,5,,11,,27,,273,,295,,9,,50,,79,,1247,,1499,,,
E.S. CENTRAL,2017,29,21,,74,,210,,1613,,1868,,,-,6,,13,,127,,161,,2,,18,,39,,489,,409,,,
W.S. CENTRAL,2017,29,120,,129,,646,,2641,,3490,,6,,24,,166,,454,,512,,20,,58,,202,,1050,,3451,,,
MOUNTAIN,2017,29,45,,55,,94,,1404,,1421,,8,,14,,34,,321,,435,,6,,22,,55,,504,,1130,,,
PACIFIC,2017,29,33,,111,,824,,2811,,2788,,3,,23,,274,,535,,534,,17,,45,,232,,1167,,998,,,
AMER. SAMOA,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
KANSAS,2017,29,1,,9,,25,,224,,228,,,-,2,,18,,45,,69,,,-,3,,17,,67,,154,,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2017,29,14,,22,,46,,482,,534,,3,,2,,9,,68,,67,,2,,3,,13,,76,,245,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2017,29,8,,4,,10,,119,,93,,2,,3,,12,,80,,82,,1,,0,,3,,15,,36,,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2017,29,,-,3,,8,,58,,104,,,-,0,,3,,15,,15,,,-,0,,3,,8,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
C.N.M.I.,2017,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ALABAMA,2017,29,12,,26,,48,,525,,581,,,-,0,,4,,17,,18,,2,,3,,8,,110,,173,,"ALABAMA
(32.839182, -86.631125)",
VIRGIN ISL.,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2017,29,,-,14,,38,,328,,396,,,-,1,,6,,28,,31,,,-,3,,8,,118,,82,,"MARYLAND
(39.290443, -76.612333)",
OREGON,2017,29,9,,9,,19,,240,,227,,1,,4,,12,,95,,81,,2,,1,,5,,59,,80,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2017,29,25,,13,,46,,273,,301,,2,,2,,6,,40,,61,,3,,3,,15,,143,,94,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2017,29,10,,16,,34,,393,,401,,2,,3,,9,,93,,79,,3,,12,,30,,245,,838,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2017,29,1,,3,,22,,78,,87,,,-,2,,19,,50,,59,,,-,0,,3,,6,,5,,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2017,29,20,,1,,754,,348,,,-,2,,0,,259,,108,,,-,13,,0,,191,,116,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2017,29,,-,6,,17,,136,,151,,,-,0,,5,,14,,23,,,-,3,,22,,98,,109,,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2017,29,84,,92,,589,,1863,,2206,,,-,18,,122,,374,,381,,15,,44,,151,,769,,2728,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2017,29,4,,82,,147,,2077,,2377,,,-,15,,39,,314,,438,,2,,41,,71,,962,,889,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2017,29,,-,0,,5,,,-,7,,,-,0,,0,,,-,,-,,-,0,,5,,,-,4,,"GUAM
(13.3532, 144.653198)",
ALASKA,2017,29,,-,1,,3,,21,,41,,,-,0,,3,,4,,7,,,-,0,,2,,6,,4,,"ALASKA
(64.836661, -147.738891)",
TENNESSEE,2017,29,5,,17,,111,,379,,454,,,-,3,,7,,75,,85,,,-,5,,13,,134,,102,,"TENNESSEE
(35.681402, -85.774444)",
CONNECTICUT,2017,29,,-,9,,22,,232,,244,,,-,1,,7,,24,,87,,,-,1,,5,,34,,28,,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2017,29,4,,2,,17,,58,,56,,,-,0,,2,,4,,6,,,-,1,,6,,24,,27,,"DELAWARE
(39.008676, -75.574561)",
OHIO,2017,29,40,,26,,68,,748,,796,,10,,3,,14,,114,,106,,9,,13,,30,,324,,653,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2017,29,,-,13,,78,,214,,622,,,-,0,,4,,8,,26,,,-,3,,18,,94,,163,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2017,29,39,,20,,42,,516,,482,,7,,6,,19,,169,,150,,11,,7,,33,,177,,525,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2017,29,2,,17,,43,,470,,565,,,-,3,,10,,72,,79,,,-,12,,31,,332,,366,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2017,29,,-,7,,55,,88,,449,,,-,2,,7,,49,,81,,,-,6,,12,,116,,140,,"NEW JERSEY
(40.104655, -74.386686)",
COLORADO,2017,29,20,,12,,33,,326,,340,,3,,2,,11,,34,,124,,2,,4,,16,,96,,71,,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2017,29,,-,9,,25,,131,,308,,,-,0,,0,,,-,,-,,-,0,,2,,5,,17,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2017,29,,-,2,,9,,56,,75,,,-,0,,3,,24,,24,,,-,0,,2,,1,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2017,29,3,,20,,54,,439,,475,,,-,0,,2,,12,,12,,,-,2,,8,,83,,31,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW YORK,2017,29,44,,25,,65,,601,,654,,12,,4,,12,,120,,136,,4,,4,,14,,113,,101,,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2017,29,27,,36,,90,,836,,972,,2,,3,,9,,76,,55,,7,,9,,20,,230,,419,,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2017,29,,-,106,,211,,2265,,2363,,,-,2,,12,,68,,57,,,-,17,,54,,579,,366,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2017,29,27,,28,,66,,702,,749,,5,,4,,14,,108,,113,,1,,7,,21,,146,,432,,"PENNSYLVANIA
(40.789676, -77.858055)",
IOWA,2017,29,,-,13,,55,,339,,420,,,-,3,,19,,100,,166,,,-,2,,7,,50,,334,,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2017,29,,-,19,,52,,450,,575,,,-,2,,14,,68,,61,,,-,3,,8,,74,,88,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2017,29,4,,1,,6,,50,,44,,,-,0,,2,,4,,6,,,-,0,,3,,5,,3,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2017,29,,-,29,,63,,650,,940,,,-,2,,10,,46,,215,,,-,6,,20,,134,,382,,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2017,29,1,,2,,7,,48,,50,,,-,0,,2,,2,,4,,,-,1,,4,,18,,13,,"RHODE ISLAND
(41.707447, -71.522488)",
NEBRASKA,2017,29,5,,6,,18,,184,,142,,3,,2,,9,,84,,77,,1,,1,,8,,13,,119,,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2017,29,,-,27,,93,,615,,936,,,-,1,,5,,20,,36,,,-,8,,28,,121,,185,,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2017,29,3,,2,,8,,50,,77,,,-,0,,3,,9,,10,,,-,0,,2,,12,,1,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2017,29,1,,11,,35,,270,,358,,,-,1,,5,,23,,46,,,-,7,,20,,162,,103,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2017,29,,-,4,,13,,111,,219,,,-,1,,9,,37,,34,,,-,0,,7,,16,,17,,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2017,29,,-,5,,16,,125,,143,,,-,0,,3,,14,,8,,,-,0,,3,,24,,25,,"HAWAII
(21.30992, -157.858158)",
MAINE,2017,29,4,,2,,7,,43,,65,,,-,0,,3,,13,,15,,,-,0,,1,,4,,,-,"MAINE
(45.252223, -68.986647)",
UTAH,2017,29,2,,7,,27,,222,,195,,1,,1,,6,,38,,29,,,-,0,,4,,17,,46,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2017,29,11,,17,,52,,333,,349,,4,,2,,39,,37,,57,,2,,3,,44,,79,,411,,"OKLAHOMA
(35.468494, -97.521264)",
MINNESOTA,2017,29,,-,0,,27,,,-,518,,,-,0,,22,,,-,211,,,-,0,,10,,,-,520,,"MINNESOTA
(46.357661, -94.793397)",
WEST VIRGINIA,2017,29,,-,2,,12,,36,,120,,,-,0,,3,,1,,14,,,-,0,,2,,2,,3,,"WEST VIRGINIA
(38.668501, -80.709421)",
DIST. OF COL.,2017,29,,-,0,,5,,2,,26,,,-,0,,5,,,-,3,,,-,0,,2,,3,,9,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
